competition_group,electric_utility,gas_utility,building_type,time,remaining_below_baseline_stock,remaining_baseline_stock,remaining_efficient_stock,remaining_top10_stock,ret_er_below_baseline_stock,ret_er_baseline_stock,ret_er_efficient_stock,ret_er_top10_stock,rob_below_baseline_stock,rob_baseline_stock,rob_efficient_stock,rob_top10_stock
refrigeration,test_utility_1,none,single_family,15,0.0,-154262.38131130367,0.0,154262.38131130367,0.0,-72682.54812306957,0.0,72682.54812306957,0.0,-23663.09406986351,0.0,23663.094069863513
refrigeration,test_utility_1,none,single_family,16,0.0,-156046.53189811864,0.0,156046.53189811864,0.0,-74293.32780281565,0.0,74293.32780281563,0.0,-24290.021788451155,0.0,24290.021788451148
refrigeration,test_utility_1,none,single_family,17,0.0,-157533.29401762382,0.0,157533.29401762382,0.0,-75643.00775694677,0.0,75643.00775694674,0.0,-24816.146036879174,0.0,24816.146036879163
refrigeration,test_utility_1,none,single_family,18,0.0,-158772.2374208474,0.0,158772.23742084738,0.0,-76772.54670735546,0.0,76772.54670735542,0.0,-25256.988046754115,0.0,25256.988046754097
refrigeration,test_utility_1,none,single_family,19,0.0,-159804.66939918796,0.0,159804.6693991879,0.0,-77716.96456252135,0.0,77716.96456252133,0.0,-25625.926045429936,0.0,25625.926045429926
refrigeration,test_utility_1,none,multifamily_li,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,multifamily_li,1,0.0,-840.0,0.0,840.0,0.0,-33.60000000000002,0.0,33.60000000000002,0.0,-16.799999999999983,0.0,16.799999999999983
refrigeration,test_utility_1,none,multifamily_li,2,0.0,-1540.0,0.0,1540.0,0.0,-195.55200000000013,0.0,195.55200000000002,0.0,-27.77600000000004,0.0,27.775999999999982
refrigeration,test_utility_1,none,multifamily_li,3,0.0,-2123.333333333333,0.0,2123.333333333333,0.0,-418.02730666666673,0.0,418.02730666666673,0.0,-80.68032000000002,0.0,80.68032000000002
refrigeration,test_utility_1,none,multifamily_li,4,0.0,-2609.444444444444,0.0,2609.444444444444,0.0,-660.6000625777776,0.0,660.6000625777776,0.0,-153.35558684444442,0.0,153.35558684444442
refrigeration,test_utility_1,none,multifamily_li,5,0.0,-3014.5370370370365,0.0,3014.5370370370365,0.0,-900.0994482915553,0.0,900.0994482915553,0.0,-232.596020442074,0.0,232.596020442074
refrigeration,test_utility_1,none,multifamily_li,6,0.0,-3352.1141975308637,0.0,3352.1141975308637,0.0,-1124.0878123899888,0.0,1124.0878123899888,0.0,-310.8324864419081,0.0,310.8324864419081
refrigeration,test_utility_1,none,multifamily_li,7,0.0,-3633.4284979423865,0.0,3633.4284979423865,0.0,-1326.6897370166032,0.0,1326.6897370166032,0.0,-384.00201871406296,0.0,384.00201871406296
refrigeration,test_utility_1,none,multifamily_li,8,0.0,-3867.857081618655,0.0,3867.857081618655,0.0,-1505.9420445079118,0.0,1505.9420445079118,0.0,-450.1853140920903,0.0,450.1853140920903
refrigeration,test_utility_1,none,multifamily_li,9,0.0,-4063.2142346822125,0.0,4063.2142346822125,0.0,-1662.1249826816113,0.0,1662.1249826816113,0.0,-508.7410678725844,0.0,508.7410678725844
refrigeration,test_utility_1,none,multifamily_li,10,0.0,-4226.0118622351765,0.0,4226.0118622351765,0.0,-1796.7240277990213,0.0,1796.7240277990213,0.0,-559.760827675993,0.0,559.760827675993
refrigeration,test_utility_1,none,multifamily_li,11,0.0,-4361.676551862647,0.0,4361.676551862647,0.0,-1911.7950085345567,0.0,1911.7950085345567,0.0,-603.7298490810136,0.0,603.7298490810136
refrigeration,test_utility_1,none,multifamily_li,12,0.0,-4474.730459885539,0.0,4474.730459885539,0.0,-2009.5854975530178,0.0,2009.5854975530178,0.0,-641.3197027879552,0.0,641.3197027879552
